country,city,followers_count,has_mobile,last_seen_platform,political,langs,religion_id,alcohol,smoking,relation,sex,university,age
1.0,2.0,44,1,1.0,2.0,0,0,,,2,2,63,43.47433264887064
1.0,1.0,40,1,1.0,3.0,0,0,,,4,2,219,32.03285420944559
1.0,1.0,41,1,1.0,6.0,0,0,0.0,0.0,7,2,242,32.97741273100616
1.0,2.0,601,1,1.0,4.0,3,0,,,0,2,7,33.72758384668035
2.0,314.0,2788,1,7.0,,0,0,0.0,0.0,4,1,48,33.20191649555099
1.0,1.0,255,1,2.0,,1,0,0.0,0.0,4,2,265,36.33401779603012
1.0,35.0,2411,1,2.0,,0,0,0.0,0.0,0,1,0,33.002053388090346
1.0,2.0,110,1,4.0,8.0,0,0,0.0,0.0,0,1,11,39.7015742642026
1.0,2.0,197,1,1.0,,0,0,,,1,2,1,31.904175222450377
1.0,2.0,678,1,7.0,,0,0,0.0,0.0,4,1,0,34.715947980835054
1.0,2.0,19,1,2.0,,0,0,,,0,2,61,31.6933607118412
1.0,2.0,173,1,4.0,,1,0,0.0,0.0,4,1,34,33.568788501026695
1.0,151.0,922,1,4.0,,0,0,,,4,1,1359,32.4435318275154
1.0,1.0,287,1,4.0,,1,0,1.0,1.0,4,1,269,30.82819986310746
1.0,2.0,210,1,1.0,,3,0,,,4,1,63,32.00273785078713
1.0,1.0,14,1,7.0,,0,0,0.0,0.0,4,2,338,38.44490075290896
1.0,1.0,92,1,2.0,3.0,0,0,0.0,0.0,0,1,243,50.299794661190965
1.0,1.0,313,1,7.0,,4,0,,,4,1,509878,30.94592744695414
1.0,1.0,535,1,7.0,4.0,1,0,,,7,2,254,32.0848733744011
1.0,1.0,128,1,1.0,8.0,1,0,,,4,1,326,32.87611225188228
1.0,2.0,218,1,4.0,,1,0,5.0,4.0,0,2,961,30.398357289527716
1.0,60.0,91,0,7.0,,1,0,,,4,2,525,30.94592744695414
1.0,2.0,41,1,7.0,4.0,0,0,0.0,0.0,4,2,2,34.313483915126625
1.0,147.0,3390,1,2.0,,1,0,,,1,1,863,32.369609856262834
1.0,2.0,342,1,4.0,3.0,1,0,,,4,1,17,35.80287474332649
1.0,1.0,160,1,4.0,,1,0,,,4,1,219,33.09240246406571
1.0,2.0,4,0,7.0,,0,0,,,1,2,27,32.098562628336765
1.0,2.0,189,1,7.0,,0,0,4.0,1.0,1,1,57,31.29363449691992
1.0,2.0,326,1,4.0,3.0,1,102,3.0,3.0,1,1,82,34.220396988364136
1.0,1.0,484,1,1.0,,3,0,,,2,1,236,30.93497604380561
1.0,2.0,99,1,4.0,,0,0,,,7,2,68,33.541409993155376
1.0,35.0,591,1,4.0,,2,0,0.0,0.0,0,1,0,30.89390828199863
1.0,2.0,429,1,1.0,,1,0,,,4,1,1173072,40.52566735112936
1.0,1.0,89,1,2.0,4.0,1,0,,,0,2,138,31.28542094455852
1.0,1.0,41,1,4.0,4.0,0,0,,,4,1,2,35.501711156741955
1.0,1.0,104,1,1.0,,1,0,2.0,2.0,4,1,304,31.55099247091033
1.0,2.0,36,1,7.0,,0,0,,,0,2,56,39.340177960301155
1.0,1.0,49,1,7.0,,1,0,,,4,2,260,32.761122518822724
1.0,2.0,35,1,2.0,8.0,0,0,,,4,1,56,35.15947980835045
1.0,1.0,173,1,7.0,3.0,1,0,0.0,0.0,1,1,324,32.295687885010274
1.0,2.0,279,1,1.0,4.0,0,0,,,0,1,34,31.0362765229295
1.0,1.0,538,1,2.0,4.0,1,0,,,4,1,128,31.649555099247088
1.0,1.0,103,0,7.0,3.0,0,1,,,2,1,162,28.63518138261465
1.0,2.0,139,1,7.0,6.0,1,0,,,4,2,41,34.318959616700894
1.0,2.0,57,1,4.0,8.0,0,0,,,1,2,68,43.652292950034216
1.0,2.0,94,1,4.0,8.0,1,102,3.0,3.0,0,1,82,33.51129363449692
1.0,1048255.0,25,1,7.0,,1,1,,,4,2,108006,38.661190965092395
1.0,1.0,216,1,7.0,,0,0,,,0,1,265,32.3586584531143
3.0,282.0,56,1,4.0,4.0,0,0,,,4,1,54569,35.58384668035592
1.0,2.0,648,1,2.0,,0,0,,,4,1,34,35.23887748117728
1.0,2.0,115,1,4.0,,0,0,0.0,0.0,4,1,58,30.729637234770703
1.0,60.0,203,1,4.0,,1,0,4.0,4.0,0,2,525,32.73100616016427
1.0,2.0,325,1,4.0,6.0,0,0,4.0,2.0,0,2,49,34.620123203285424
,,179,1,2.0,,4,0,0.0,1.0,0,1,63,32.91991786447639
1.0,2.0,96,1,7.0,3.0,1,0,,,5,1,1173072,39.53182751540041
1.0,1.0,28,1,7.0,2.0,0,0,,,0,2,348,31.181382614647497
1.0,1.0,1023,1,7.0,,0,0,0.0,0.0,4,2,250,33.91649555099247
1.0,2.0,73,1,7.0,3.0,0,0,,,1,1,66,32.58316221765914
9.0,1517925.0,109,1,4.0,,1,0,0.0,0.0,0,2,65,35.586584531143046
1.0,1.0,106,1,4.0,8.0,2,0,,,4,2,259,30.09719370294319
1.0,1.0,310,1,2.0,,0,0,,,1,1,278,35.564681724846004
1.0,1.0,0,1,7.0,,1,102,2.0,1.0,0,2,2,30.067077344284733
1.0,1.0,347,1,2.0,,1,0,,,4,1,219,34.86105407255305
1.0,5470343.0,178,1,2.0,,0,0,,,1,1,129,32.90075290896646
1.0,1.0,13654,1,7.0,,1,0,,,6,1,321,28.54483230663929
1.0,2.0,102,1,7.0,,0,0,0.0,0.0,4,2,78,36.36960985626283
1.0,2.0,95,1,7.0,3.0,0,0,,,4,2,56,30.026009582477755
1.0,1.0,125,1,1.0,,1,0,,,4,2,2,33.13073237508556
1.0,2.0,259,1,2.0,,0,0,,,0,1,43,35.67693360711841
1.0,125.0,145,1,7.0,3.0,1,0,2.0,1.0,4,2,801,33.1088295687885
1.0,1.0,17,1,7.0,8.0,0,1,,,4,2,219,45.23750855578371
1.0,1.0,61,1,4.0,4.0,1,102,,,1,2,269,32.33127994524298
1.0,460.0,212,1,2.0,,1,0,,,0,2,219,31.901437371663253
1.0,1.0,83,1,7.0,8.0,0,0,,,0,2,339,44.18343600273786
1.0,2.0,352,1,4.0,8.0,2,0,4.0,4.0,4,2,0,30.773442847364823
1.0,2.0,195,1,7.0,3.0,1,0,,,4,2,33,33.4839151266256
1.0,1.0,407,1,4.0,,2,0,0.0,0.0,7,1,800,37.41273100616017
1.0,53.0,39,1,7.0,2.0,1,0,0.0,0.0,4,2,219,37.878165639972615
1.0,2.0,35,1,7.0,,0,0,,,1,2,31,29.77960301163587
1.0,2.0,288,1,4.0,,0,0,,,4,2,31,38.740588637919224
1.0,1.0,94,1,2.0,,0,0,,,4,1,130,32.27926078028747
1.0,1.0,119,1,2.0,,1,0,,,4,1,218,31.901437371663253
95.0,1904029.0,13,1,3.0,,0,0,,,0,1,110,35.063655030800824
1.0,2.0,21,0,7.0,3.0,0,1,,,2,2,69,30.360027378507876
1.0,1.0,46,1,7.0,,1,0,,,4,1,242,31.37577002053388
1.0,1.0,29,0,4.0,,0,0,,,4,2,2,33.204654346338124
1.0,1.0,293,1,4.0,9.0,2,0,3.0,2.0,1,2,248,34.13552361396304
1.0,2.0,43,1,4.0,5.0,0,0,3.0,1.0,1,2,55,37.486652977412724
1.0,2.0,59,1,7.0,,1,0,0.0,0.0,4,2,65,30.89390828199863
1.0,2.0,164,1,4.0,,1,0,5.0,4.0,4,2,60,34.453114305270354
1.0,2.0,58,1,2.0,,0,0,,,4,2,53,33.927446954141004
1.0,2.0,400,1,1.0,,1,0,,,4,1,34,34.959616700889804
1.0,1.0,59,1,7.0,4.0,2,200,4.0,2.0,1,2,250,30.59548254620123
1.0,1.0,607,1,7.0,,1,0,,,0,1,245,32.12867898699521
1.0,2.0,36,1,1.0,,1,0,2.0,2.0,4,2,2825,36.22450376454484
1.0,2.0,236,1,4.0,3.0,0,0,,,4,1,59,33.8590006844627
1.0,2.0,407,1,2.0,,1,0,,4.0,4,1,29,30.83915126625599
1.0,1.0,18,1,4.0,3.0,0,0,,,4,1,226,36.049281314168375
1.0,2.0,164,1,4.0,6.0,3,0,,,4,2,75,36.123203285420935
1.0,1.0,84,1,4.0,,1,0,,,4,2,219,33.984941820670784
1.0,1.0,49,0,7.0,,1,0,,,0,2,242,33.4757015742642
1.0,2.0,30,1,2.0,,0,0,,,0,1,56,35.29637234770705
1.0,1.0,168,1,2.0,,0,0,,,1,2,94,35.485284052019175
1.0,1.0,66,0,2.0,3.0,0,0,,,1,1,348,31.594798083504447
1.0,1.0,16,1,7.0,,0,1,,,0,2,56,33.831622176591374
1.0,2.0,49,1,4.0,8.0,1,0,,,4,2,0,57.741273100616006
1.0,1.0,185,1,4.0,,0,0,,,0,1,2,30.956878850102672
65.0,21118.0,454,1,2.0,,3,0,1.0,1.0,4,1,0,29.073237508555785
1.0,1.0,128,1,1.0,,0,0,,,1,1,348,30.683093771389462
1.0,2.0,1202,1,2.0,,1,0,0.0,0.0,0,2,63,33.163586584531146
1.0,2.0,317,1,2.0,6.0,2,0,3.0,3.0,0,2,53,33.1854893908282
1.0,2.0,214,1,7.0,,0,0,0.0,0.0,4,2,0,35.60848733744011
1.0,2.0,203,1,7.0,3.0,1,0,0.0,0.0,7,2,255,30.825462012320326
1.0,1.0,95,1,7.0,6.0,1,201,0.0,0.0,0,2,250,31.4031485284052
1.0,2.0,146,1,7.0,,1,0,,,1,1,0,32.67898699520877
1.0,87.0,61,1,1.0,,1,0,,,4,2,0,30.866529774127308
1.0,1.0,143,1,7.0,8.0,0,0,,,0,2,213,30.247775496235448
1.0,1463.0,22,0,7.0,,0,0,,,0,2,241,32.02464065708419
1.0,2.0,106,1,2.0,,1,0,,,0,2,1173072,33.308692676249144
1.0,2.0,82,1,4.0,,0,102,,,4,2,55,36.777549623545525
1.0,2.0,712,1,2.0,,1,0,0.0,0.0,4,1,55,37.760438056125935
1.0,2.0,175,1,7.0,,1,201,0.0,0.0,0,2,53,30.094455852156052
1.0,1.0,236,1,4.0,9.0,1,0,3.0,1.0,0,1,1,33.38261464750171
1.0,2.0,28,1,7.0,3.0,0,0,,,2,1,1,34.5845311430527
1.0,2.0,32,1,3.0,8.0,0,0,,,4,2,1,34.03696098562629
1.0,2.0,66,1,1.0,,0,102,0.0,0.0,0,2,0,36.539356605065024
1.0,2.0,19,1,4.0,8.0,0,0,,,4,2,1173072,30.75427789185489
1.0,2.0,54,1,1.0,6.0,0,0,,,4,1,56,37.90006844626968
1.0,1.0,266,1,2.0,4.0,0,0,,,4,1,2,34.86926762491444
1.0,,138,1,7.0,,4,0,0.0,0.0,4,1,128,34.38740588637919
1.0,1.0,456,1,2.0,,1,0,,,0,2,243,33.59890485968515
1.0,1.0,35,1,7.0,4.0,1,201,1.0,2.0,1,2,238,33.938398357289536
1.0,2.0,118,1,4.0,2.0,0,0,,,0,2,0,37.259411362080776
1.0,2.0,101,1,2.0,,0,0,,,0,2,48,34.039698836413415
1.0,2.0,11,0,7.0,3.0,0,1,,,1,2,56,31.49075975359343
1.0,2.0,158,1,2.0,,0,0,0.0,0.0,0,2,17,34.76522929500342
1.0,1.0,267,1,4.0,3.0,1,0,0.0,4.0,4,1,328,30.636550308008214
1.0,1.0,138,1,2.0,,0,102,0.0,0.0,4,1,326,30.46406570841889
1.0,2.0,25,1,4.0,,3,0,0.0,0.0,0,2,961,31.132101300479125
1.0,1.0,191,1,7.0,,1,0,0.0,0.0,4,1,269,33.88364134154689
1.0,70.0,10,1,1.0,3.0,0,1,,,4,2,239,35.53730321697468
1.0,2.0,156,1,1.0,3.0,0,0,,,4,2,57,31.61943874058864
1.0,2.0,1041,1,4.0,,0,0,0.0,0.0,4,1,0,35.175906913073234
1.0,1.0,115,1,1.0,6.0,2,0,0.0,0.0,4,2,1070,34.86652977412731
,,317,1,4.0,9.0,1,0,3.0,5.0,7,1,0,31.236139630390145
1.0,2.0,202,1,4.0,3.0,0,0,,,4,2,8835,36.92539356605065
1.0,2.0,107,1,4.0,,0,0,0.0,0.0,4,2,53,32.856947296372354
1.0,2.0,41,1,2.0,2.0,0,0,,,4,2,62,33.902806297056806
1.0,2.0,229,1,7.0,2.0,1,0,,,0,2,81,33.89733059548254
1.0,2.0,232,1,2.0,,1,0,0.0,0.0,7,2,60,31.42231348391513
1.0,87.0,34,1,1.0,8.0,1,0,,,1,2,629,32.07392197125257
1.0,2.0,120,1,7.0,,2,0,0.0,0.0,0,2,53,30.904859685147162
1.0,1.0,187,1,2.0,,1,0,,,0,1,0,32.63791923340178
1.0,2.0,301,1,7.0,,0,0,,,0,2,39,40.53388090349076
1.0,1.0,283,1,2.0,,1,102,2.0,2.0,4,1,0,32.83504449007529
1.0,2.0,472,1,2.0,3.0,1,0,3.0,1.0,4,1,85,34.053388090349074
1.0,1.0,484,1,1.0,,4,0,0.0,0.0,4,1,66900,32.44626967830253
1.0,2.0,164,0,1.0,4.0,1,102,,,0,2,15,30.16016427104723
1.0,2.0,320,1,7.0,,0,0,0.0,0.0,0,2,364,30.896646132785765
1.0,1.0,170,1,4.0,,1,0,,,4,2,0,36.84873374401096
1.0,2.0,156,1,4.0,,1,0,0.0,0.0,4,2,57,32.22724161533196
1.0,1.0,84,1,4.0,,0,0,,,0,2,89,36.33949349760439
1.0,1.0,11,1,7.0,,0,0,,,0,2,348,31.66598220396988
1.0,2.0,268,1,4.0,,1,1,,,0,2,56,31.277207392197127
1.0,2.0,10,1,4.0,,1,0,,,1,2,56,34.666666666666664
1.0,87.0,97,1,1.0,3.0,0,0,0.0,0.0,4,2,629,32.07118412046543
1.0,2.0,630,1,4.0,3.0,1,0,0.0,2.0,4,2,49,30.61738535249829
1.0,149.0,774,1,2.0,4.0,2,200,3.0,3.0,4,2,871,34.75427789185489
1.0,2.0,41,1,2.0,,1,0,,,4,2,3597,35.60301163586585
1.0,37.0,56,0,7.0,,0,0,,,1,2,167682,32.99657768651608
1.0,2.0,180,1,4.0,5.0,1,0,0.0,1.0,0,2,50822,47.69883641341547
1.0,2.0,546,1,7.0,4.0,0,0,,,7,2,69,33.52772073921971
1.0,2.0,20,1,4.0,,0,0,,,0,2,1,34.62833675564682
1.0,1.0,145,1,4.0,4.0,1,0,,,0,1,128,31.94250513347023
1.0,1.0,112,1,1.0,,1,0,,,1,2,238,33.002053388090346
1.0,113.0,7,0,7.0,3.0,0,0,,,4,2,12418,42.92950034223135
1.0,1.0,169,1,7.0,4.0,2,1,,,0,2,2,33.06776180698152
1.0,1.0,40,0,2.0,,3,0,,,0,1,128,30.45859000684463
1.0,2.0,89,1,2.0,,1,0,0.0,0.0,0,2,49,33.289527720739216
1.0,1.0,136,1,7.0,,2,0,0.0,0.0,4,2,332,32.59411362080767
215.0,1933924.0,314,1,2.0,,4,0,,,4,1,56,32.67898699520877
1.0,61.0,1125,1,2.0,3.0,0,201,0.0,0.0,4,1,541,31.433264887063647
1.0,2.0,3741,1,7.0,6.0,3,0,1.0,3.0,4,1,1173072,29.201916495550996
1.0,2.0,253,1,2.0,,1,0,,,0,1,1173072,34.559890485968516
1.0,2.0,109,1,2.0,,0,0,,,0,2,1289,34.97330595482546
1.0,2.0,57,1,7.0,,0,0,,,0,2,1,36.772073921971256
49.0,1535.0,2,1,7.0,1.0,0,0,,,3,2,0,33.03490759753593
1.0,2.0,46,1,4.0,,1,0,0.0,0.0,0,2,0,30.981519507186857
1.0,1.0,117,1,4.0,6.0,2,0,,,1,2,250,31.707049965776864
1.0,2.0,12,0,4.0,,0,0,,,0,2,6,34.32991101984942
1.0,2.0,48,1,2.0,,1,0,,,0,2,62,36.98288843258042
1.0,1.0,182,1,4.0,,1,0,,,0,2,248,35.507186858316224
,,298,1,4.0,,0,0,0.0,0.0,4,1,55,31.690622861054074
9.0,5096.0,21,1,1.0,8.0,0,102,,,4,2,1102729,40.33401779603012
1.0,1.0,276,1,7.0,6.0,1,0,2.0,2.0,6,2,338,34.006844626967826
1.0,2.0,49,1,1.0,,1,201,0.0,0.0,4,2,1,36.150581793292275
1.0,2.0,22,1,7.0,4.0,1,0,3.0,2.0,5,2,56,40.4517453798768
1.0,197.0,850,1,4.0,3.0,1,0,3.0,1.0,4,1,15085,40.99383983572896
1.0,1.0,39,1,2.0,,0,0,,,1,1,164,36.347707049965784
1.0,1.0,229,1,7.0,,2,0,0.0,0.0,4,1,111,37.39630390143737
1.0,2.0,40,1,4.0,8.0,0,102,,,4,2,15,35.767282683093775
1.0,1.0,119,1,2.0,3.0,1,0,,,4,1,128,33.24845995893224
1.0,1.0,21,1,2.0,6.0,0,1,,,1,2,242,32.95824777549623
1.0,2.0,89,1,4.0,4.0,1,0,,,4,2,65,35.550992470910344
1.0,2.0,28,1,7.0,,0,0,,,0,2,53,37.993155373032174
1.0,2.0,131,1,4.0,2.0,1,0,2.0,2.0,4,2,56,99.85215605749487
1.0,2.0,146,1,4.0,,3,0,2.0,2.0,6,2,1,32.0
1.0,2.0,49,1,4.0,4.0,0,0,3.0,2.0,4,2,65,39.077344284736476
1.0,2.0,127,1,7.0,3.0,1,0,,,4,2,60,35.08008213552361
1.0,1.0,65,1,4.0,,2,0,0.0,0.0,7,2,219,31.60574948665298
73.0,307.0,2,0,7.0,5.0,1,0,,,4,1,1173072,33.24298425735797
1.0,2.0,58,0,7.0,,0,0,,,0,1,0,30.79808350444901
1.0,2.0,81,0,4.0,8.0,1,0,,,0,2,68,32.0766598220397
1.0,353.0,316,1,2.0,,1,0,0.0,0.0,0,1,31,36.741957563312795
1.0,2.0,409,1,7.0,3.0,3,0,,,0,2,2,34.776180698151954
1.0,580.0,294,1,2.0,,0,0,,,0,1,194646,37.894592744695416
1.0,1.0,364,1,7.0,3.0,2,0,,,0,2,219,38.67214236824093
1.0,2.0,64,1,1.0,,0,0,,,4,1,53,34.206707734428484
1.0,2.0,751,1,7.0,,0,124,,,4,1,1173072,32.35592060232717
1.0,36.0,397,1,4.0,,1,0,0.0,0.0,4,1,254,35.64681724845996
1.0,2.0,523,1,4.0,3.0,1,0,,,4,1,56,32.04106776180698
1.0,1.0,146,1,2.0,8.0,3,0,0.0,2.0,4,1,3720,34.06981519507187
1.0,2.0,98,1,3.0,,0,0,0.0,0.0,0,2,0,33.796030116358665
1.0,2.0,7,1,1.0,,0,0,,,0,2,62,43.11019849418207
1.0,2.0,81,1,4.0,,0,0,0.0,0.0,4,2,0,36.142368240930864
1.0,2.0,483,1,4.0,,2,0,3.0,4.0,4,1,68,30.494182067077347
1.0,1.0,92,1,1.0,,1,0,,,4,2,130,32.00547570157426
1.0,2.0,40,1,7.0,,1,102,,,1,2,1173072,34.50513347022587
1.0,2.0,1109,1,4.0,,0,0,,,4,1,1173072,35.794661190965094
1.0,1.0,52,1,7.0,6.0,0,0,0.0,0.0,1,2,250,30.66666666666667
1.0,2.0,12,1,7.0,4.0,0,0,,,0,2,1173072,41.54962354551677
1.0,2.0,6,0,1.0,8.0,0,1,,,1,2,53,38.52977412731006
1.0,2.0,1151,1,4.0,,0,0,,,1,1,0,34.83641341546885
1.0,2.0,109,1,7.0,3.0,0,0,,,4,1,1173072,36.087611225188226
1.0,2.0,297,1,4.0,3.0,5,0,3.0,2.0,4,2,2,35.08555783709788
1.0,2.0,216,1,4.0,,0,0,,,1,2,56,32.616016427104725
1.0,158.0,875,1,4.0,2.0,2,0,2.0,2.0,4,2,915,36.87337440109514
1.0,1.0,26,1,2.0,3.0,0,102,,,1,2,326,31.35386721423682
1.0,57.0,265,1,4.0,,1,0,,,0,2,504,31.452429842573576
1.0,1.0,1,1,7.0,,1,0,,,0,2,263,52.94729637234771
1.0,2.0,236,1,7.0,3.0,0,0,0.0,0.0,4,1,27,32.42984257357974
1.0,2.0,475,1,2.0,,0,0,,,4,1,29,33.24298425735797
1.0,2.0,26,1,2.0,,1,0,,,0,1,63,55.008898015058186
1.0,1.0,311,1,4.0,,1,0,0.0,4.0,1,1,259,30.658453114305267
9.0,5331.0,79,1,7.0,4.0,0,0,,,1,2,432692,33.96851471594798
1.0,97.0,267,1,4.0,3.0,1,0,0.0,0.0,4,1,49,33.366187542778924
1.0,158.0,1376,1,4.0,,0,0,,,4,1,915,32.82683093771389
1.0,2.0,232,1,2.0,4.0,1,0,,,4,1,49,33.88911704312114
215.0,1920563.0,299,1,7.0,8.0,6,0,5.0,0.0,0,1,218289,29.32785763175907
1.0,2.0,80,1,2.0,,0,0,,,1,1,1,37.76591375770021
1.0,1.0,29,1,4.0,,0,0,,,4,1,227,34.07529089664613
1.0,,67,1,4.0,,0,0,5.0,5.0,0,2,0,35.11841204654346
1.0,2.0,149,1,1.0,8.0,2,0,0.0,0.0,4,1,217,33.546885694729646
1.0,1.0,52,1,2.0,,0,0,,,0,1,143,33.01300479123888
1.0,2.0,40,0,7.0,3.0,0,0,,,1,2,46,30.614647501711158
1.0,2.0,495,1,4.0,8.0,1,0,0.0,0.0,1,1,65,35.972621492128674
1.0,1.0,218,1,2.0,,1,0,,,0,1,302,34.54072553045859
1.0,2.0,106,1,7.0,,1,0,,,0,2,75,31.288158795345648
1.0,1.0,517,1,2.0,,1,0,4.0,4.0,0,1,131,34.76796714579056
1.0,1.0,73,1,2.0,,1,0,,,4,1,162,36.062970568104035
1.0,1.0,63,1,2.0,,0,0,,,1,1,250,33.67830253251198
1.0,2.0,52,1,4.0,,0,0,,,0,2,1175738,33.42368240930869
65.0,219.0,63,1,2.0,,2,0,0.0,0.0,4,1,894,37.39630390143737
1.0,1.0,492,1,7.0,,2,0,,,0,1,254,33.14715947980835
1.0,1.0,275,1,1.0,3.0,1,0,4.0,4.0,4,1,295,32.59411362080767
1.0,1.0,171,1,1.0,8.0,0,0,,,4,1,269,34.68583162217659
1.0,2.0,210,1,2.0,8.0,0,0,,,0,1,54,34.209445585215605
1.0,2.0,59,1,7.0,8.0,0,0,,,4,2,55,32.550308008213555
1.0,1.0,78,0,4.0,3.0,0,102,2.0,0.0,0,1,207,32.766598220396986
4.0,183.0,2516,1,7.0,5.0,4,200,3.0,2.0,4,2,325,34.787132101300486
1.0,2.0,159,1,4.0,,1,0,0.0,0.0,4,1,56,33.53319644079398
1.0,1.0,26,1,1.0,6.0,1,0,,,0,1,348,43.80835044490075
1.0,1.0,105,1,1.0,,0,0,,,0,1,265,30.683093771389462
1.0,2.0,252,1,2.0,3.0,1,0,,,4,1,65,37.1854893908282
1.0,2.0,35,0,7.0,7.0,0,0,,,5,2,2955,71.23613963039014
1.0,2.0,228,1,4.0,6.0,1,0,0.0,3.0,1,2,60,42.93497604380561
1.0,1.0,56,1,1.0,,1,1,,,6,2,269,32.295687885010274
1.0,2.0,43,1,1.0,6.0,1,0,,,4,1,43,36.45448323066393
1.0,141.0,110,1,1.0,,1,0,0.0,0.0,4,2,15,35.43326488706366
1.0,3910.0,151,1,2.0,3.0,0,102,,,1,2,331,35.32101300479124
1.0,2.0,193,1,4.0,,0,102,,,4,1,56,31.52361396303901
1.0,2.0,17,1,4.0,,1,0,,,4,2,6,32.772073921971256
1.0,1.0,248,1,2.0,,0,0,,,4,1,131,34.841889117043124
1.0,1.0,25,0,7.0,,0,0,,,4,1,219,37.289527720739216
1.0,1.0,1,0,7.0,,0,0,,,4,2,2,41.19644079397673
,,26,1,7.0,,0,0,,,0,2,0,29.979466119096514
1.0,2.0,121,1,2.0,,0,0,0.0,0.0,4,1,1,37.20739219712526
1.0,1.0,256,1,1.0,,1,102,2.0,2.0,0,1,131,32.046543463381255
1.0,2.0,27,1,4.0,8.0,0,0,,,4,2,1,29.68104038329911
1.0,2.0,226,1,4.0,,1,0,,,0,1,1,36.596851471594796
1.0,2.0,261,1,2.0,8.0,1,0,3.0,4.0,4,1,81,36.741957563312795
1.0,1.0,1302,1,4.0,,1,0,0.0,0.0,0,1,0,32.407939767282684
1.0,1.0,37,1,4.0,,2,0,0.0,0.0,1,2,297,31.389459274469537
1.0,2.0,167,1,4.0,,1,0,0.0,0.0,4,1,19,30.75701574264202
1.0,2.0,60,1,2.0,7.0,1,102,,,0,2,56,35.1895961670089
3.0,,64,1,4.0,4.0,1,0,5.0,5.0,0,2,1,31.61943874058864
1.0,109.0,228,1,4.0,,1,0,0.0,0.0,0,2,722,29.738535249828885
1.0,2.0,80,1,2.0,,1,0,0.0,0.0,1,2,56,37.90554414784394
1.0,1.0,115,1,2.0,4.0,0,0,,,2,2,128,33.73032169746749
1.0,1998.0,77,1,7.0,3.0,0,0,,,5,2,778353,32.01095140314853
1.0,1.0,43,1,7.0,8.0,2,0,4.0,1.0,0,2,269,39.86584531143053
1.0,167.0,101,1,7.0,,1,0,0.0,0.0,4,1,69,32.772073921971256
1.0,87.0,96,1,4.0,,0,0,,,4,2,628,38.748802190280635
1.0,1.0,35,1,4.0,8.0,0,0,,,4,2,1,35.49075975359343
1.0,1.0,37,1,7.0,,1,0,,,0,1,131,34.50239561943875
1.0,1.0,44,1,7.0,,0,0,,,1,2,348,33.38809034907597
1.0,2.0,509,1,4.0,,0,0,0.0,0.0,1,1,34,32.25188227241616
1.0,2.0,85,1,7.0,,0,0,,,4,2,55,45.82067077344285
1.0,2.0,108,1,4.0,6.0,1,0,0.0,0.0,4,2,56,35.704312114989726
1.0,149.0,320,1,7.0,8.0,0,0,,,5,2,870,33.943874058863784
9.0,7357.0,142,1,4.0,8.0,3,0,1.0,2.0,4,2,18635,33.83709787816564
1.0,133.0,848,1,7.0,3.0,1,0,,,4,1,729,31.381245722108144
1.0,1.0,12,1,1.0,8.0,0,1,,,4,2,269,36.90896646132786
1.0,2.0,20,1,7.0,7.0,1,0,,,4,1,63,43.408624229979466
1.0,2.0,28,1,4.0,8.0,0,0,,,4,2,44,59.23613963039014
1.0,1.0,17,1,7.0,,0,0,,,4,2,2,36.45448323066393
1.0,1.0,94,1,4.0,8.0,0,0,,,0,1,332,36.71731690622861
1.0,1.0,51,1,7.0,8.0,1,0,0.0,0.0,4,2,2,34.19028062970568
1.0,2.0,253,1,4.0,,0,0,,,4,1,6,37.141683778234096
1.0,1.0,25,1,7.0,,0,0,,,1,1,304,29.43189596167009
1.0,431.0,684,1,4.0,3.0,1,0,,,1,1,250,35.29363449691992
1.0,2.0,421,1,4.0,3.0,1,0,,,4,1,30,33.831622176591374
1.0,2.0,143,1,4.0,,0,0,0.0,0.0,0,2,40,34.666666666666664
1.0,2.0,298,1,2.0,,1,0,0.0,0.0,4,1,31,31.249828884325805
1.0,2.0,96,1,7.0,7.0,1,0,3.0,1.0,0,2,1,45.998631074606436
8.0,2583.0,644,1,4.0,4.0,4,0,,,4,1,1038402,31.644079397672826
1.0,119.0,13,0,7.0,3.0,0,1,,,1,1,749,31.67693360711841
1.0,2.0,260,1,4.0,,4,0,,,4,1,56,27.893223819301852
1.0,2.0,292,1,4.0,3.0,0,0,,,0,2,49,32.63244353182751
1.0,2.0,30,1,1.0,6.0,1,0,4.0,5.0,0,2,82,32.210814510609175
1.0,2.0,527,1,2.0,,3,0,0.0,0.0,0,1,63,36.92539356605065
1.0,1.0,33,1,4.0,,0,0,,,0,2,94,34.5845311430527
1.0,1.0,93,0,1.0,3.0,0,0,,,4,1,203,34.050650239561946
1.0,2.0,72,1,1.0,8.0,0,0,,,4,2,1786,36.739219712525674
1.0,2.0,1115,1,2.0,3.0,3,0,0.0,0.0,1,1,17,31.35934291581109
1.0,2.0,201,1,2.0,3.0,1,0,,,0,2,0,32.610540725530456
1.0,449.0,14,0,7.0,3.0,0,0,,,4,2,393285,32.45722108145106
1.0,2.0,82,1,7.0,,2,0,,,0,2,253,32.440793976728266
1.0,2.0,11,1,4.0,,1,0,,,0,2,0,35.46338124572211
,,200,1,4.0,,1,0,,,0,2,0,36.09856262833676
1.0,1.0,6393,1,4.0,8.0,0,200,4.0,1.0,1,2,240,42.362765229295
1.0,1.0,369,1,4.0,,0,102,,,0,1,213421,40.98288843258042
